"commit_id","equipo","modulo","prioridad","lead_time_horas","lineas_cambiadas","num_bugs","deploy_status"
"PR-12570","Beta","Core-API","Baja",4,34,1,"success"
"PR-12571","Alpha","Database","Media",3.41,201,3,"success"
"PR-12572","Beta","Auth-Service","Media",10,187,2,"success"
"PR-12573","Gamma","Billing","Baja",6.47,229,0,"success"
"PR-12574","Delta","Billing","Baja",5.35,284,2,"success"
"PR-12575","Beta","Database","Media",7.21,283,2,"success"
"PR-12576","Beta","Frontend-UI","Media",6,186,1,"success"
"PR-12577","Delta","Frontend-UI","Baja",20.85,115,0,"success"
"PR-12578","Alpha","Core-API","Media",67,838,2,"success"
"PR-12579","Alpha","Frontend-UI","Media",4.53,10,0,"failed"
"PR-12580","Delta","Frontend-UI","Media",2,116,0,"success"
"PR-12581","Gamma","Billing","Media",95.45,1182,7,"rolled_back"
"PR-12582","Beta","Database","Alta",62,1016,4,"success"
"PR-12583","Beta","Billing","Media",10.32,542,2,"success"
"PR-12584","Alpha","Core-API","Media",49.52,779,1,"success"
"PR-12585","Gamma","Database","Alta",0.37,153,0,"success"
"PR-12586","Delta","Billing","Crítica",24,396,2,"success"
"PR-12587","Delta","Auth-Service","Baja",3,67,1,"success"
"PR-12588","Beta","Auth-Service","Media",57,757,4,"rolled_back"
"PR-12589","Beta","Auth-Service","Media",4.66,10,0,"success"
"PR-12590","Gamma","Frontend-UI","Alta",308.1,3824,14,"success"
"PR-12591","Alpha","Auth-Service","Baja",4,90,1,"success"
"PR-12592","Gamma","Auth-Service","Media",9.5,356,2,"failed"
"PR-12593","Alpha","Core-API","Baja",4.58,180,0,"success"
"PR-12594","Delta","Frontend-UI","Baja",48,613,1,"failed"
"PR-12595","Gamma","Frontend-UI","Alta",39.85,442,1,"success"
"PR-12596","Beta","Database","Baja",75,1123,3,"success"
"PR-12597","Gamma","Auth-Service","Alta",7.82,36,0,"success"
"PR-12598","Beta","Billing","Media",4,161,1,"success"
"PR-12599","Beta","Core-API","Crítica",20,170,1,"success"
"PR-12600","Alpha","Auth-Service","Alta",55,590,0,"success"
"PR-12601","Alpha","Database","Alta",6.53,270,1,"success"
"PR-12602","Alpha","Core-API","Media",1,35,1,"success"
"PR-12603","Gamma","Database","Alta",5,90,1,"success"
"PR-12604","Gamma","Frontend-UI","Media",5,392,4,"success"
"PR-12605","Gamma","Frontend-UI","Alta",45.49,310,0,"success"
"PR-12606","Beta","Billing","Media",42,616,3,"failed"
"PR-12607","Alpha","Core-API","Media",10.96,206,0,"success"
"PR-12608","Delta","Auth-Service","Alta",74.71,745,3,"success"
"PR-12609","Alpha","Core-API","Alta",2,181,1,"rolled_back"
"PR-12610","Beta","Frontend-UI","Alta",6,28,0,"success"
"PR-12611","Gamma","Database","Media",50.8,378,1,"success"
"PR-12612","Gamma","Database","Media",75.85,891,6,"failed"
"PR-12613","Gamma","Auth-Service","Media",34.37,337,1,"success"
"PR-12614","Beta","Core-API","Crítica",3.68,177,0,"success"
"PR-12615","Delta","Frontend-UI","Media",4,10,0,"success"
"PR-12616","Delta","Auth-Service","Alta",40.81,665,3,"failed"
"PR-12617","Gamma","Frontend-UI","Media",44,608,3,"success"
"PR-12618","Beta","Billing","Media",8.43,29,0,"success"
"PR-12619","Gamma","Billing","Alta",42.36,296,0,"rolled_back"
"PR-12620","Beta","Core-API","Media",60.69,838,7,"rolled_back"
"PR-12621","Alpha","Frontend-UI","Baja",3.63,55,1,"success"
"PR-12622","Gamma","Frontend-UI","Baja",49,526,2,"success"
"PR-12623","Alpha","Database","Alta",88.63,1060,4,"rolled_back"
"PR-12624","Delta","Frontend-UI","Alta",18.77,319,1,"success"
"PR-12625","Beta","Frontend-UI","Media",3.61,10,0,"success"
"PR-12626","Delta","Frontend-UI","Media",11,194,0,"success"
"PR-12627","Gamma","Auth-Service","Media",42.71,659,1,"failed"
"PR-12628","Gamma","Database","Alta",83,1138,2,"success"
"PR-12629","Alpha","Auth-Service","Alta",2,10,0,"success"
"PR-12630","Delta","Auth-Service","Media",4,10,1,"success"
"PR-12631","Beta","Billing","Media",4,251,3,"rolled_back"
"PR-12632","Alpha","Frontend-UI","Baja",10,28,0,"success"
"PR-12633","Beta","Database","Alta",85.21,1103,2,"failed"
"PR-12634","Beta","Billing","Alta",34.14,542,1,"success"
"PR-12635","Delta","Core-API","Alta",59,894,2,"success"
"PR-12636","Gamma","Core-API","Media",2.84,10,1,"success"
"PR-12637","Beta","Database","Crítica",30,466,4,"success"
"PR-12638","Beta","Core-API","Media",7,205,2,"success"
"PR-12639","Gamma","Billing","Alta",36,456,1,"success"
"PR-12640","Alpha","Database","Media",4,302,2,"rolled_back"
"PR-12641","Beta","Database","Media",5.71,171,0,"success"
"PR-12642","Gamma","Core-API","Alta",5,190,0,"success"
"PR-12643","Alpha","Frontend-UI","Baja",1.33,75,0,"success"
"PR-12644","Beta","Billing","Baja",2.7,46,0,"success"
"PR-12645","Delta","Database","Baja",29,564,1,"success"
"PR-12646","Beta","Database","Media",1,10,0,"success"
"PR-12647","Gamma","Auth-Service","Alta",3.39,40,0,"rolled_back"
"PR-12648","Beta","Database","Crítica",6,125,0,"success"
"PR-12649","Gamma","Auth-Service","Media",5.01,36,0,"success"
"PR-12650","Gamma","Database","Baja",6.7,198,0,"success"
"PR-12651","Beta","Frontend-UI","Crítica",8,341,1,"success"
"PR-12652","Beta","Auth-Service","Baja",3.01,233,1,"success"
"PR-12653","Alpha","Billing","Alta",5,73,0,"success"
"PR-12654","Gamma","Database","Alta",54,422,2,"success"
"PR-12655","Beta","Frontend-UI","Alta",3.92,27,0,"rolled_back"
"PR-12656","Beta","Frontend-UI","Alta",35.32,172,0,"success"
"PR-12657","Alpha","Core-API","Media",4,195,0,"success"
"PR-12658","Gamma","Frontend-UI","Alta",1,196,0,"success"
"PR-12659","Beta","Database","Media",58.44,735,1,"success"
"PR-12660","Delta","Frontend-UI","Media",1.9,37,0,"rolled_back"
"PR-12661","Gamma","Auth-Service","Media",2.76,183,1,"success"
"PR-12662","Alpha","Auth-Service","Crítica",85,1015,5,"failed"
"PR-12663","Gamma","Frontend-UI","Media",6.38,29,0,"success"
"PR-12664","Delta","Billing","Media",44.45,694,5,"success"
"PR-12665","Delta","Billing","Crítica",1.15,58,0,"success"
"PR-12666","Gamma","Auth-Service","Baja",1.85,195,1,"success"
"PR-12667","Alpha","Core-API","Baja",36.64,461,0,"success"
"PR-12668","Beta","Auth-Service","Media",7.83,108,0,"success"
"PR-12669","Alpha","Frontend-UI","Media",7,10,0,"success"
"PR-12670","Beta","Database","Media",63.89,758,2,"failed"
"PR-12671","Alpha","Core-API","Alta",48,466,1,"rolled_back"
"PR-12672","Beta","Frontend-UI","Alta",5.87,10,0,"success"
"PR-12673","Gamma","Database","Media",4.25,125,0,"success"
"PR-12674","Gamma","Billing","Baja",2.28,10,0,"success"
"PR-12675","Gamma","Frontend-UI","Alta",2.27,62,0,"success"
"PR-12676","Alpha","Database","Media",24,306,0,"success"
"PR-12677","Alpha","Auth-Service","Crítica",2.93,118,1,"success"
"PR-12678","Gamma","Database","Baja",94,1139,4,"success"
"PR-12679","Delta","Core-API","Crítica",48,711,1,"success"
"PR-12680","Gamma","Frontend-UI","Alta",3.54,10,0,"success"
"PR-12681","Delta","Core-API","Alta",29.51,535,2,"success"
"PR-12682","Gamma","Billing","Media",8,287,3,"success"
"PR-12683","Alpha","Auth-Service","Media",6.13,168,1,"success"
"PR-12684","Gamma","Frontend-UI","Alta",4,307,0,"success"
"PR-12685","Gamma","Core-API","Media",4,10,0,"success"
"PR-12686","Alpha","Auth-Service","Baja",3.6,146,1,"success"
"PR-12687","Gamma","Database","Media",6,170,0,"success"
"PR-12688","Delta","Frontend-UI","Media",8,10,0,"success"
"PR-12689","Delta","Core-API","Media",23.17,336,3,"success"
"PR-12690","Alpha","Core-API","Alta",0.93,10,0,"success"
"PR-12691","Delta","Billing","Baja",88,1127,2,"failed"
"PR-12692","Alpha","Frontend-UI","Media",4,23,0,"success"
"PR-12693","Beta","Database","Media",7,96,0,"success"
"PR-12694","Beta","Database","Media",46,679,0,"success"
"PR-12695","Delta","Billing","Baja",1.63,10,0,"success"
"PR-12696","Delta","Core-API","Alta",6,39,0,"success"
"PR-12697","Delta","Frontend-UI","Baja",7.17,120,1,"success"
"PR-12698","Alpha","Database","Alta",3,191,2,"success"
"PR-12699","Alpha","Auth-Service","Alta",4,180,0,"success"
"PR-12700","Beta","Auth-Service","Alta",4,122,1,"success"
"PR-12701","Delta","Billing","Alta",48,575,0,"success"
"PR-12702","Delta","Auth-Service","Alta",66,785,4,"failed"
"PR-12703","Beta","Billing","Media",29,285,1,"success"
"PR-12704","Alpha","Core-API","Alta",96,1091,7,"success"
"PR-12705","Alpha","Frontend-UI","Media",35.83,452,3,"success"
"PR-12706","Beta","Frontend-UI","Media",7.01,242,1,"success"
"PR-12707","Alpha","Billing","Media",2,136,1,"success"
"PR-12708","Delta","Auth-Service","Crítica",1.99,134,1,"success"
"PR-12709","Alpha","Auth-Service","Alta",4,95,0,"success"
"PR-12710","Gamma","Core-API","Media",83.57,1111,6,"success"
"PR-12711","Delta","Core-API","Baja",4,89,1,"success"
"PR-12712","Alpha","Database","Alta",64.78,834,3,"failed"
"PR-12713","Beta","Database","Media",3.33,98,0,"success"
"PR-12714","Beta","Billing","Crítica",7.8,129,0,"success"
"PR-12715","Alpha","Core-API","Media",2.17,171,0,"success"
"PR-12716","Delta","Billing","Alta",5,174,0,"success"
"PR-12717","Alpha","Database","Media",4,31,0,"success"
"PR-12718","Alpha","Core-API","Alta",3.6,20,1,"rolled_back"
"PR-12719","Beta","Billing","Media",7.34,200,2,"failed"
"PR-12720","Gamma","Billing","Baja",2,10,1,"success"
"PR-12721","Alpha","Database","Crítica",70.23,992,4,"success"
"PR-12722","Alpha","Billing","Media",4,195,2,"rolled_back"
"PR-12723","Alpha","Core-API","Alta",2.15,130,0,"success"
"PR-12724","Alpha","Database","Media",3,198,1,"success"
"PR-12725","Alpha","Core-API","Baja",53.36,401,4,"success"
"PR-12726","Alpha","Database","Baja",4.87,21,0,"success"
"PR-12727","Beta","Database","Media",46,638,3,"success"
"PR-12728","Delta","Billing","Media",3.46,10,0,"success"
"PR-12729","Alpha","Auth-Service","Media",2.86,401,1,"success"
"PR-12730","Gamma","Auth-Service","Media",40.69,516,1,"success"
"PR-12731","Beta","Core-API","Baja",8.67,147,1,"success"
"PR-12732","Gamma","Core-API","Baja",72.39,953,3,"success"
"PR-12733","Beta","Auth-Service","Alta",25,406,4,"success"
"PR-12734","Beta","Auth-Service","Media",5.44,10,0,"success"
"PR-12735","Alpha","Auth-Service","Baja",3,177,0,"failed"
"PR-12736","Beta","Auth-Service","Media",101.21,1368,2,"failed"
"PR-12737","Gamma","Frontend-UI","Baja",35.62,431,1,"success"
"PR-12738","Delta","Auth-Service","Media",1.42,310,0,"success"
"PR-12739","Beta","Core-API","Media",5,244,0,"success"
"PR-12740","Alpha","Core-API","Media",6.14,229,0,"success"
"PR-12741","Gamma","Frontend-UI","Media",1,209,0,"success"
"PR-12742","Gamma","Core-API","Media",40,592,4,"failed"
"PR-12743","Gamma","Frontend-UI","Media",8.01,31,0,"success"
"PR-12744","Gamma","Core-API","Alta",37,756,4,"success"
"PR-12745","Delta","Database","Alta",8.07,79,1,"success"
"PR-12746","Delta","Database","Crítica",24,342,2,"success"
"PR-12747","Gamma","Frontend-UI","Alta",46,823,5,"rolled_back"
"PR-12748","Beta","Auth-Service","Alta",11.12,106,1,"success"
"PR-12749","Beta","Database","Media",68,579,2,"success"
"PR-12750","Beta","Database","Media",4.96,10,0,"failed"
"PR-12751","Delta","Frontend-UI","Alta",1,147,1,"success"
"PR-12752","Delta","Frontend-UI","Baja",1,282,1,"success"
"PR-12753","Gamma","Billing","Alta",94.28,1139,4,"success"
"PR-12754","Delta","Frontend-UI","Baja",6.53,141,0,"success"
"PR-12755","Gamma","Billing","Media",3.64,150,0,"success"
"PR-12756","Delta","Database","Crítica",16.47,291,0,"success"
"PR-12757","Beta","Billing","Alta",44.24,660,5,"success"
"PR-12758","Gamma","Frontend-UI","Alta",48,528,2,"success"
"PR-12759","Beta","Database","Baja",1,182,0,"failed"
"PR-12760","Gamma","Frontend-UI","Alta",2,10,1,"success"
"PR-12761","Delta","Frontend-UI","Baja",9.42,298,1,"success"
"PR-12762","Delta","Database","Media",3,10,1,"success"
"PR-12763","Alpha","Auth-Service","Media",2.82,10,0,"success"
"PR-12764","Gamma","Billing","Media",3,10,1,"success"
"PR-12765","Gamma","Frontend-UI","Media",1,85,0,"success"
"PR-12766","Alpha","Auth-Service","Baja",45,437,0,"success"
"PR-12767","Gamma","Frontend-UI","Media",1,77,3,"failed"
"PR-12768","Beta","Auth-Service","Media",3.89,41,0,"success"
"PR-12769","Alpha","Billing","Alta",53,738,2,"success"
"PR-12770","Alpha","Core-API","Baja",183,2085,3,"failed"
"PR-12771","Alpha","Database","Alta",1,10,1,"success"
"PR-12772","Alpha","Billing","Media",37.83,435,2,"success"
"PR-12773","Delta","Database","Alta",45,434,0,"success"
"PR-12774","Beta","Database","Media",3,12,1,"success"
"PR-12775","Gamma","Core-API","Media",55,920,3,"failed"
"PR-12776","Delta","Billing","Alta",2,10,0,"success"
"PR-12777","Gamma","Core-API","Media",1.54,169,0,"success"
"PR-12778","Delta","Billing","Baja",0,213,0,"success"
"PR-12779","Beta","Core-API","Media",39,555,0,"success"
"PR-12780","Delta","Auth-Service","Baja",52,839,5,"failed"
"PR-12781","Alpha","Auth-Service","Alta",2,207,2,"failed"
"PR-12782","Beta","Database","Media",1,10,0,"success"
"PR-12783","Alpha","Billing","Alta",0,10,0,"success"
"PR-12784","Beta","Core-API","Media",1.55,103,1,"success"
"PR-12785","Alpha","Billing","Media",68.96,681,4,"failed"
"PR-12786","Alpha","Billing","Baja",287,3591,10,"success"
"PR-12787","Delta","Frontend-UI","Crítica",39,659,5,"failed"
"PR-12788","Alpha","Frontend-UI","Baja",2,59,0,"success"
"PR-12789","Gamma","Database","Alta",8.33,108,1,"success"
"PR-12790","Beta","Auth-Service","Alta",7,331,2,"success"
"PR-12791","Alpha","Database","Media",7.03,295,3,"success"
"PR-12792","Delta","Auth-Service","Alta",54,878,3,"failed"
"PR-12793","Alpha","Frontend-UI","Alta",8,299,1,"success"
"PR-12794","Alpha","Core-API","Media",3,10,0,"success"
"PR-12795","Gamma","Database","Media",8,227,0,"success"
"PR-12796","Alpha","Core-API","Baja",2.93,10,0,"success"
"PR-12797","Alpha","Billing","Baja",5.99,74,1,"success"
"PR-12798","Alpha","Auth-Service","Baja",9,152,0,"success"
"PR-12799","Alpha","Core-API","Baja",39.58,421,2,"success"
"PR-12800","Alpha","Frontend-UI","Media",73,701,2,"success"
"PR-12801","Delta","Frontend-UI","Baja",7,10,0,"success"
"PR-12802","Alpha","Auth-Service","Media",49,626,1,"failed"
"PR-12803","Beta","Billing","Media",3.88,10,0,"success"
"PR-12804","Alpha","Database","Alta",5.07,234,1,"success"
"PR-12805","Delta","Auth-Service","Alta",5,167,0,"success"
"PR-12806","Delta","Database","Media",1,129,1,"success"
"PR-12807","Beta","Core-API","Media",63,736,1,"success"
"PR-12808","Beta","Core-API","Media",53,438,1,"failed"
"PR-12809","Gamma","Database","Media",2.29,145,1,"success"
"PR-12810","Beta","Database","Media",72,934,6,"success"
"PR-12811","Delta","Core-API","Media",8,173,0,"success"
"PR-12812","Gamma","Auth-Service","Alta",48,662,5,"success"
"PR-12813","Gamma","Auth-Service","Alta",3.05,69,0,"success"
"PR-12814","Alpha","Core-API","Media",24,343,2,"success"
"PR-12815","Delta","Core-API","Alta",36.82,681,2,"success"
"PR-12816","Delta","Auth-Service","Media",5,234,3,"success"
"PR-12817","Alpha","Billing","Alta",2,10,0,"success"
"PR-12818","Alpha","Database","Baja",3,39,0,"success"
"PR-12819","Gamma","Auth-Service","Baja",48,757,7,"rolled_back"
"PR-12820","Beta","Database","Baja",1.43,10,1,"success"
"PR-12821","Delta","Frontend-UI","Media",45,477,0,"failed"
"PR-12822","Beta","Billing","Alta",4.46,87,0,"success"
"PR-12823","Delta","Auth-Service","Alta",4.36,91,0,"success"
"PR-12824","Delta","Core-API","Media",0,111,0,"success"
"PR-12825","Alpha","Database","Alta",16,10,0,"success"
"PR-12826","Gamma","Database","Media",13,218,1,"success"
"PR-12827","Alpha","Billing","Baja",93.89,1143,5,"rolled_back"
"PR-12828","Gamma","Core-API","Baja",58,951,2,"success"
"PR-12829","Gamma","Core-API","Crítica",36.94,533,1,"success"
"PR-12830","Gamma","Database","Baja",3.87,59,0,"success"
"PR-12831","Delta","Database","Baja",93,1390,3,"rolled_back"
"PR-12832","Alpha","Core-API","Media",60.14,944,2,"rolled_back"
"PR-12833","Gamma","Database","Baja",33,432,2,"failed"
"PR-12834","Gamma","Billing","Alta",7,181,0,"success"
"PR-12835","Gamma","Database","Alta",113.01,1254,9,"success"
"PR-12836","Beta","Database","Alta",3.06,329,3,"failed"
"PR-12837","Alpha","Core-API","Baja",56,877,3,"failed"
"PR-12838","Alpha","Auth-Service","Baja",2,155,0,"success"
"PR-12839","Alpha","Database","Crítica",4.57,304,0,"failed"
"PR-12840","Beta","Billing","Alta",2,204,2,"failed"
"PR-12841","Delta","Auth-Service","Crítica",1,94,0,"success"
"PR-12842","Beta","Frontend-UI","Baja",3,67,0,"success"
"PR-12843","Beta","Database","Media",6,10,0,"success"
"PR-12844","Beta","Database","Media",1,90,0,"success"
"PR-12845","Beta","Core-API","Media",6,135,0,"success"
"PR-12846","Gamma","Auth-Service","Media",5,203,1,"success"
"PR-12847","Alpha","Auth-Service","Alta",5,342,1,"rolled_back"
"PR-12848","Delta","Frontend-UI","Baja",27.54,374,2,"success"
"PR-12849","Beta","Frontend-UI","Alta",3,10,0,"success"
"PR-12850","Beta","Frontend-UI","Baja",1.44,305,0,"success"
"PR-12851","Delta","Auth-Service","Baja",45.81,579,0,"success"
"PR-12852","Beta","Auth-Service","Baja",57.09,718,4,"rolled_back"
"PR-12853","Beta","Frontend-UI","Baja",3.98,252,2,"success"
"PR-12854","Beta","Database","Alta",2,113,0,"success"
"PR-12855","Gamma","Billing","Media",35,540,2,"success"
"PR-12856","Beta","Billing","Baja",6.96,190,0,"success"
"PR-12857","Beta","Billing","Baja",47.91,610,2,"failed"
"PR-12858","Gamma","Core-API","Media",11,243,0,"success"
"PR-12859","Alpha","Core-API","Alta",280.79,3310,10,"failed"
"PR-12860","Alpha","Billing","Alta",6,202,0,"success"
"PR-12861","Delta","Frontend-UI","Baja",4.52,276,1,"success"
"PR-12862","Alpha","Auth-Service","Media",1.3,66,0,"success"
"PR-12863","Gamma","Core-API","Media",2.38,168,0,"rolled_back"
"PR-12864","Delta","Frontend-UI","Crítica",8,10,1,"success"
"PR-12865","Alpha","Billing","Baja",54.72,582,3,"failed"
"PR-12866","Alpha","Frontend-UI","Media",43,625,2,"success"
"PR-12867","Gamma","Database","Alta",2,117,0,"success"
"PR-12868","Gamma","Billing","Media",2,69,0,"success"
"PR-12869","Beta","Core-API","Media",3.93,10,0,"success"
"PR-12870","Alpha","Core-API","Media",52,796,3,"failed"
"PR-12871","Gamma","Frontend-UI","Baja",8,373,1,"success"
"PR-12872","Beta","Core-API","Baja",67,934,4,"failed"
"PR-12873","Delta","Database","Alta",72,863,3,"rolled_back"
"PR-12874","Alpha","Auth-Service","Crítica",5,89,1,"success"
"PR-12875","Gamma","Auth-Service","Media",2,177,1,"success"
"PR-12876","Delta","Billing","Media",46,559,6,"success"
"PR-12877","Gamma","Billing","Media",5.18,154,0,"success"
"PR-12878","Beta","Core-API","Alta",40,572,1,"success"
"PR-12879","Beta","Billing","Baja",85,738,2,"success"
"PR-12880","Alpha","Billing","Alta",7.85,83,0,"success"
"PR-12881","Beta","Frontend-UI","Media",6,141,1,"success"
"PR-12882","Delta","Frontend-UI","Media",3,84,0,"success"
"PR-12883","Alpha","Frontend-UI","Baja",0.49,96,0,"success"
"PR-12884","Alpha","Core-API","Media",6.69,23,2,"success"
"PR-12885","Gamma","Database","Baja",5,83,0,"success"
"PR-12886","Gamma","Auth-Service","Media",34.13,471,3,"rolled_back"
"PR-12887","Beta","Billing","Media",4.77,15,0,"success"
"PR-12888","Alpha","Billing","Baja",0.33,149,1,"success"
"PR-12889","Beta","Frontend-UI","Alta",37,569,2,"success"
"PR-12890","Alpha","Core-API","Media",7,17,0,"success"
"PR-12891","Delta","Core-API","Media",3,373,2,"rolled_back"
"PR-12892","Beta","Core-API","Media",30.43,522,2,"success"
"PR-12893","Alpha","Core-API","Alta",24,326,1,"success"
"PR-12894","Gamma","Billing","Alta",2.9,97,0,"success"
"PR-12895","Beta","Frontend-UI","Media",15.06,274,0,"success"
"PR-12896","Alpha","Frontend-UI","Baja",6,269,1,"rolled_back"
"PR-12897","Delta","Frontend-UI","Alta",20.61,304,1,"success"
"PR-12898","Gamma","Auth-Service","Media",6,147,0,"success"
"PR-12899","Alpha","Frontend-UI","Media",41,428,2,"success"
"PR-12900","Alpha","Core-API","Baja",3.94,17,0,"success"
"PR-12901","Alpha","Database","Alta",66,817,4,"rolled_back"
"PR-12902","Beta","Billing","Media",0.95,10,1,"success"
"PR-12903","Beta","Auth-Service","Media",30,474,3,"failed"
"PR-12904","Gamma","Billing","Media",61,869,6,"rolled_back"
"PR-12905","Gamma","Auth-Service","Alta",4,79,1,"success"
"PR-12906","Alpha","Billing","Baja",5,10,0,"success"
"PR-12907","Beta","Frontend-UI","Media",4.79,208,0,"success"
"PR-12908","Gamma","Core-API","Alta",3,174,2,"success"
"PR-12909","Alpha","Core-API","Media",4.1,10,0,"success"
"PR-12910","Delta","Billing","Media",43.57,548,4,"success"
"PR-12911","Delta","Database","Media",2,250,1,"success"
"PR-12912","Gamma","Auth-Service","Media",2.3,21,0,"success"
"PR-12913","Gamma","Database","Alta",1.81,10,0,"success"
"PR-12914","Delta","Frontend-UI","Baja",4.8,61,0,"success"
"PR-12915","Gamma","Frontend-UI","Media",72.58,811,7,"failed"
"PR-12916","Beta","Auth-Service","Media",2,10,0,"success"
"PR-12917","Beta","Database","Baja",48,590,1,"rolled_back"
"PR-12918","Delta","Frontend-UI","Alta",1.07,77,0,"success"
"PR-12919","Beta","Core-API","Alta",4.4,377,1,"success"
"PR-12920","Beta","Auth-Service","Media",8,169,0,"success"
"PR-12921","Gamma","Database","Baja",104.19,1437,6,"rolled_back"
"PR-12922","Alpha","Frontend-UI","Baja",3,160,1,"success"
"PR-12923","Delta","Frontend-UI","Alta",23,314,1,"failed"
"PR-12924","Gamma","Auth-Service","Alta",3.21,10,0,"success"
"PR-12925","Alpha","Core-API","Alta",2,10,0,"success"
"PR-12926","Delta","Billing","Media",6,10,0,"success"
"PR-12927","Gamma","Core-API","Media",8,10,2,"success"
"PR-12928","Beta","Database","Baja",65.7,757,3,"failed"
"PR-12929","Gamma","Auth-Service","Alta",59.39,897,6,"success"
"PR-12930","Gamma","Billing","Baja",4.36,97,1,"rolled_back"
"PR-12931","Beta","Frontend-UI","Crítica",1,164,0,"success"
"PR-12932","Gamma","Billing","Baja",106.47,1348,3,"failed"
"PR-12933","Beta","Auth-Service","Crítica",24,519,1,"success"
"PR-12934","Alpha","Frontend-UI","Media",3.42,123,0,"success"
"PR-12935","Alpha","Frontend-UI","Baja",5.18,10,0,"success"
"PR-12936","Delta","Auth-Service","Alta",0.59,10,1,"success"
"PR-12937","Alpha","Database","Baja",42,512,3,"rolled_back"
"PR-12938","Delta","Core-API","Alta",2.75,10,0,"success"
"PR-12939","Delta","Frontend-UI","Alta",220,2645,7,"failed"
"PR-12940","Alpha","Database","Baja",28.86,404,1,"success"
"PR-12941","Gamma","Frontend-UI","Media",124.81,1480,5,"failed"
"PR-12942","Alpha","Auth-Service","Media",4,10,1,"success"
"PR-12943","Gamma","Core-API","Media",3,170,0,"success"
"PR-12944","Alpha","Frontend-UI","Crítica",8.26,167,1,"success"
"PR-12945","Gamma","Billing","Media",35,684,3,"failed"
"PR-12946","Alpha","Auth-Service","Media",1,192,0,"success"
"PR-12947","Beta","Auth-Service","Alta",7.65,255,2,"success"
"PR-12948","Beta","Frontend-UI","Media",300,3784,14,"rolled_back"
"PR-12949","Delta","Auth-Service","Alta",21,252,1,"success"
"PR-12950","Beta","Core-API","Baja",21,10,0,"failed"
"PR-12951","Gamma","Core-API","Crítica",2,20,0,"success"
"PR-12952","Beta","Billing","Alta",23.54,387,1,"rolled_back"
"PR-12953","Beta","Billing","Alta",3.5,74,1,"success"
"PR-12954","Alpha","Billing","Alta",2,87,0,"success"
"PR-12955","Alpha","Frontend-UI","Media",5.42,303,1,"rolled_back"
"PR-12956","Alpha","Auth-Service","Media",71.52,1093,7,"failed"
"PR-12957","Delta","Auth-Service","Crítica",3.61,144,2,"success"
"PR-12958","Gamma","Frontend-UI","Media",8,220,2,"success"
"PR-12959","Beta","Auth-Service","Alta",4.11,10,0,"success"
"PR-12960","Gamma","Auth-Service","Baja",4,129,0,"success"
"PR-12961","Alpha","Auth-Service","Alta",248,3005,15,"success"
"PR-12962","Gamma","Auth-Service","Crítica",1.73,231,1,"success"
"PR-12963","Gamma","Billing","Baja",5,24,0,"success"
"PR-12964","Beta","Auth-Service","Alta",64,679,3,"success"
"PR-12965","Gamma","Auth-Service","Crítica",5.41,83,0,"success"
"PR-12966","Alpha","Auth-Service","Baja",32.85,259,0,"success"
"PR-12967","Gamma","Auth-Service","Crítica",51,411,2,"success"
"PR-12968","Beta","Core-API","Media",5.24,188,1,"failed"
"PR-12969","Delta","Frontend-UI","Media",1.89,10,0,"success"
"PR-12970","Gamma","Frontend-UI","Crítica",2,146,0,"success"
"PR-12971","Beta","Auth-Service","Media",2,150,1,"success"
"PR-12972","Delta","Auth-Service","Media",7,124,0,"success"
"PR-12973","Delta","Database","Baja",7.97,144,1,"success"
"PR-12974","Beta","Frontend-UI","Baja",56,809,4,"success"
"PR-12975","Gamma","Auth-Service","Alta",49.73,558,1,"success"
"PR-12976","Beta","Frontend-UI","Crítica",1.82,76,0,"success"
"PR-12977","Beta","Database","Media",3,135,1,"success"
"PR-12978","Gamma","Database","Media",53.66,463,2,"failed"
"PR-12979","Delta","Core-API","Alta",6,10,0,"success"
"PR-12980","Gamma","Database","Media",57.18,889,0,"failed"
"PR-12981","Delta","Core-API","Media",36.87,494,0,"success"
"PR-12982","Beta","Core-API","Media",8.04,10,0,"success"
"PR-12983","Alpha","Database","Alta",29.73,485,3,"failed"
"PR-12984","Delta","Core-API","Alta",3,133,0,"success"
"PR-12985","Alpha","Auth-Service","Baja",0,69,0,"success"
"PR-12986","Beta","Auth-Service","Alta",3,171,0,"success"
"PR-12987","Beta","Auth-Service","Alta",89.44,1263,4,"success"
"PR-12988","Delta","Billing","Media",72,929,4,"failed"
"PR-12989","Alpha","Billing","Baja",1.38,145,2,"success"
"PR-12990","Beta","Frontend-UI","Baja",4.39,10,0,"success"
"PR-12991","Delta","Frontend-UI","Baja",7,407,0,"success"
"PR-12992","Delta","Auth-Service","Baja",7,50,0,"success"
"PR-12993","Gamma","Database","Media",48,637,3,"success"
"PR-12994","Gamma","Billing","Baja",32.26,190,1,"success"
"PR-12995","Delta","Billing","Media",1,10,0,"success"
"PR-12996","Beta","Billing","Media",2,240,1,"success"
"PR-12997","Alpha","Auth-Service","Media",35.37,382,2,"failed"
"PR-12998","Alpha","Database","Media",59,702,3,"failed"
"PR-12999","Delta","Auth-Service","Crítica",1,174,0,"success"
"PR-13000","Beta","Billing","Alta",2.55,10,0,"success"
"PR-13001","Gamma","Database","Baja",3,258,2,"success"
"PR-13002","Gamma","Core-API","Baja",30.77,387,3,"success"
